8,pedestrian,76.49000000000001,30.170000000000016,-1.02,1.0800000000000125,0.7000000000000028,1.86,-0.0
7,car,109.83772952619779,3.149917893664243,-1.17,5.394541076576729,2.1600000000000006,1.48,0.0015707963267954522
3,car,198.2775,3.6415315207705135e-14,-1.17,5.394999999999982,2.16,1.48,-0.0
5,car,195.73000000000002,-3.9299999999999637,-1.19,4.0400000000000205,1.96,1.46,-0.0
11,bimo,56.1142998989973,-9.62990179635496,-1.1099999999999999,2.354379969448223,0.8100000000000023,1.60,1.3990559283986541
2,car,49.02,-17.589999999999986,-0.5999999999999999,5.93,2.019999999999996,2.67,1.5707963267948966
12,car,52.13000000000001,-62.21,-1.2,4.549999999999997,2.030000000000001,1.43,1.5707963267948966
14,car,44.54000000000003,-157.72,-1.2,4.550000000000011,2.030000000000001,1.43,1.5707963267948966
0,bus,-4.412500000000004,7.53,-0.34999999999999987,12.454999999999997,3.1800000000000015,3.12,-0.0
1,car,-17.549999999999997,7.969999999999997,-1.19,4.039999999999999,1.9600000000000009,1.46,-0.0
18,dog,63.07999999999991,463.41,-1.45,0.7899999999999636,0.25,0.46,1.5707963267948966
10,pedestrian,6.839999999999981,81.85,-0.9899999999999999,0.539999999999992,0.6999999999999993,1.91,1.5707963267948966
4,car,186.14,7.500000000000035,-1.19,4.0400000000000205,1.959999999999999,1.46,-0.0
